Accession,Locus,Type,Description,Other,Name(Type),Source
AT5G25440,AT5G25440.1,kinase,involved,in,HopZ1a,immunity.csv
AT5G26130,AT5G26130.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT5G26170,AT5G26170.1,WRKY,Transcription,Factor;,Group,defense.csv
AT5G26170,AT5G26170.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G26240,AT5G26240.1,protein,family,member.,Involved,immunity.csv
AT5G26240,AT5G26240.2,protein,family,member.,Involved,immunity.csv
AT5G26920,AT5G26920.1,calmodulin-binding,protein,CBP60g,(calmodulin,MAMPs.csv
AT5G26920,AT5G26920.2,calmodulin-binding,protein,CBP60g,(calmodulin,MAMPs.csv
AT5G26920,AT5G26920.3,calmodulin-binding,protein,CBP60g,(calmodulin,MAMPs.csv
AT5G26920,AT5G26920.1,calmodulin-binding,protein,CBP60g,(calmodulin,pathogen.csv
AT5G26920,AT5G26920.2,calmodulin-binding,protein,CBP60g,(calmodulin,pathogen.csv
AT5G26920,AT5G26920.3,calmodulin-binding,protein,CBP60g,(calmodulin,pathogen.csv
AT5G26920,AT5G26920.1,calmodulin-binding,protein,CBP60g,(calmodulin,Salicylic Acid.csv
AT5G26920,AT5G26920.2,calmodulin-binding,protein,CBP60g,(calmodulin,Salicylic Acid.csv
AT5G26920,AT5G26920.3,calmodulin-binding,protein,CBP60g,(calmodulin,Salicylic Acid.csv
AT5G28040,AT5G28040.1,the,GeBP/GPL,family,of,defense.csv
AT5G28040,AT5G28040.2,the,GeBP/GPL,family,of,defense.csv
AT5G28040,AT5G28040.1,the,GeBP/GPL,family,of,infection.csv
AT5G28040,AT5G28040.2,the,GeBP/GPL,family,of,infection.csv
AT5G28650,AT5G28650.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G28830,AT5G28830.1,hand,family,protein;(source:Araport11),"chloroplast,",calcium.csv
AT5G28850,AT5G28850.1,family,protein;(source:Araport11),"nucleus,",calcium,calcium.csv
AT5G28850,AT5G28850.2,family,protein;(source:Araport11),"nucleus,",calcium,calcium.csv
AT5G28900,AT5G28900.1,family,protein;(source:Araport11),"cytosol,","nucleus,",calcium.csv
AT5G32450,AT5G32450.1,"partner,",negatively,regulates,ROS-mediated,defense.csv
AT5G33340,AT5G33340.1,protein,with,aspartic,protease,pathogen.csv
AT5G33340,AT5G33340.1,protein,with,aspartic,protease,Salicylic Acid.csv
AT5G35620,AT5G35620.3,binds,to,the,5,infection.csv
AT5G35620,AT5G35620.1,binds,to,the,5',infection.csv
AT5G35620,AT5G35620.2,binds,to,the,5',infection.csv
AT5G36910,AT5G36910.1,thionin,that,is,expressed,pathogen.csv
AT5G36920,AT5G36920.1,which,functions,in,plant,defense.csv
AT5G36920,AT5G36920.1,which,functions,in,plant,pathogen.csv
AT5G36970,AT5G36970.1,expression,induced,during,incompatible,pathogen.csv
AT5G36970,AT5G36970.1,expression,induced,during,incompatible,Salicylic Acid.csv
AT5G37740,AT5G37740.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G37740,AT5G37740.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G37840,AT5G37840.1,up-regulated,after,infection,by,infection.csv
AT5G38020,AT5G38020.2,protein,whose,sequence,is,Salicylic Acid.csv
AT5G38020,AT5G38020.1,protein,whose,sequence,is,Salicylic Acid.csv
AT5G38330,AT5G38330.1,member,of,a,family,pathogen.csv
AT5G39400,AT5G39400.1,phosphatase;(source:Araport11),ATPTEN1;,PHOSPHATASE,AND,calcium.csv
AT5G39670,AT5G39670.1,protein,involved,in,negative,immunity.csv
AT5G40020,AT5G40020.1,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT5G40280,AT5G40280.1,beta,subunit,of,"farnesyl-trans-transferase,",immunity.csv
AT5G40280,AT5G40280.2,beta,subunit,of,"farnesyl-trans-transferase,",immunity.csv
AT5G40990,AT5G40990.1,plant,resistance.,Contains,lipase,fungal.csv
AT5G40990,AT5G40990.1,plant,resistance.,Contains,lipase,infection.csv
AT5G41570,AT5G41570.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G42050,AT5G42050.1,asparagine-rich,protein.,Binds,to,fungal.csv
AT5G42270,AT5G42270.1,a,conserved,motif,for,calcium.csv
AT5G42610,AT5G42610.1,(DUF607);(source:Araport11),"mitochondrion,",calcium,channel,calcium.csv
AT5G43066,AT5G43066.1,prePIP1.,PRECURSOR,OF,PAMP-INDUCED,PAMPs.csv
AT5G43068,AT5G43068.1,PAMP-INDUCED,SECRETED,PEPTIDE-like,peptide,PAMPs.csv
AT5G43290,AT5G43290.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G43350,AT5G43350.1,inorganic,phosphate,transporter,Pht1;1.,WYKY.csv
AT5G43410,AT5G43410.1,member,of,the,ERF,pathogen.csv
AT5G43560,AT5G43560.1,a,TRAF,domain,protein.,immunity.csv
AT5G43560,AT5G43560.2,a,TRAF,domain,protein.,immunity.csv
AT5G43560,AT5G43560.1,a,TRAF,domain,protein.,pathogen.csv
AT5G43560,AT5G43560.2,a,TRAF,domain,protein.,pathogen.csv
AT5G43570,AT5G43570.2,encode,a,PR,(pathogenesis-related),pathogen.csv
AT5G43570,AT5G43570.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT5G43580,AT5G43580.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT5G43930,AT5G43930.1,WD40,repeat,domain-containing,protein,pathogen.csv
AT5G43930,AT5G43930.2,WD40,repeat,domain-containing,protein,pathogen.csv
AT5G43930,AT5G43930.4,WD40,repeat,domain-containing,protein,pathogen.csv
AT5G43930,AT5G43930.3,WD40,repeat,domain-containing,protein,pathogen.csv
AT5G43930,AT5G43930.1,WD40,repeat,domain-containing,protein,Salicylic Acid.csv
AT5G43930,AT5G43930.2,WD40,repeat,domain-containing,protein,Salicylic Acid.csv
AT5G43930,AT5G43930.4,WD40,repeat,domain-containing,protein,Salicylic Acid.csv
AT5G43930,AT5G43930.3,WD40,repeat,domain-containing,protein,Salicylic Acid.csv
AT5G43940,AT5G43940.2,glutathione-dependent,formaldehyde,dehydrogenase,(also,Salicylic Acid.csv
AT5G43940,AT5G43940.1,glutathione-dependent,formaldehyde,dehydrogenase,(also,Salicylic Acid.csv
AT5G44030,AT5G44030.1,cellulose,synthase,involved,in,fungal.csv
AT5G44030,AT5G44030.2,cellulose,synthase,involved,in,fungal.csv
AT5G44030,AT5G44030.3,cellulose,synthase,involved,in,fungal.csv
AT5G44030,AT5G44030.1,cellulose,synthase,involved,in,pathogen.csv
AT5G44030,AT5G44030.2,cellulose,synthase,involved,in,pathogen.csv
AT5G44030,AT5G44030.3,cellulose,synthase,involved,in,pathogen.csv
AT5G44030,AT5G44030.1,cellulose,synthase,involved,in,Salicylic Acid.csv
AT5G44030,AT5G44030.2,cellulose,synthase,involved,in,Salicylic Acid.csv
AT5G44030,AT5G44030.3,cellulose,synthase,involved,in,Salicylic Acid.csv
AT5G44090,AT5G44090.1,family,protein;(source:Araport11),"nucleus,",LP.02,calcium.csv
AT5G44090,AT5G44090.2,family,protein;(source:Araport11),"nucleus,",LP.02,calcium.csv
AT5G44265,AT5G44265.1,Protease,inhibitor/seed,storage/LTP,family,pathogen.csv
AT5G44420,AT5G44420.1,ethylene-,and,jasmonate-responsive,plant,Salicylic Acid.csv
AT5G44430,AT5G44430.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT5G44460,AT5G44460.1,CALMODULIN,LIKE,43;,CML43,calcium.csv
AT5G44568,AT5G44568.1,which,functions,in,plant,defense.csv
AT5G44568,AT5G44568.1,which,functions,in,plant,pathogen.csv
AT5G44585,AT5G44585.1,serine-rich,endogenous,peptide,which,defense.csv
AT5G44585,AT5G44585.1,serine-rich,endogenous,peptide,which,ROS.csv
AT5G44870,AT5G44870.2,a,TIR-class,NB-LRR,R,pathogen.csv
AT5G44870,AT5G44870.1,a,TIR-class,NB-LRR,R,pathogen.csv
AT5G45050,AT5G45050.3,member,of,the,WRKY,WYKY.csv
AT5G45050,AT5G45050.2,member,of,the,WRKY,WYKY.csv
AT5G45050,AT5G45050.1,member,of,the,WRKY,WYKY.csv
AT5G45050,AT5G45050.4,member,of,the,WRKY,WYKY.csv
AT5G45110,AT5G45110.2,a,paralog,of,NPR1.,defense.csv
AT5G45110,AT5G45110.1,a,paralog,of,NPR1.,defense.csv
AT5G45110,AT5G45110.2,a,paralog,of,NPR1.,pathogen.csv
AT5G45110,AT5G45110.1,a,paralog,of,NPR1.,pathogen.csv
AT5G45110,AT5G45110.2,a,paralog,of,NPR1.,Salicylic Acid.csv
AT5G45110,AT5G45110.1,a,paralog,of,NPR1.,Salicylic Acid.csv
AT5G45190,AT5G45190.2,cyclin,T,partner,CYCT1;5.,infection.csv
AT5G45190,AT5G45190.1,cyclin,T,partner,CYCT1;5.,infection.csv
AT5G45190,AT5G45190.3,cyclin,T,partner,CYCT1;5.,infection.csv
AT5G45260,AT5G45260.2,to,Ralstonia,solanacearum.,Similar,pathogen.csv
AT5G45260,AT5G45260.3,to,Ralstonia,solanacearum.,Similar,pathogen.csv
AT5G45260,AT5G45260.1,to,Ralstonia,solanacearum.,Similar,pathogen.csv
AT5G45260,AT5G45260.2,to,Ralstonia,solanacearum.,Similar,WYKY.csv
AT5G45260,AT5G45260.3,to,Ralstonia,solanacearum.,Similar,WYKY.csv
AT5G45260,AT5G45260.1,to,Ralstonia,solanacearum.,Similar,WYKY.csv
AT5G45410,AT5G45410.3,protein,of,unknown,function.,infection.csv
AT5G45410,AT5G45410.2,protein,of,unknown,function.,infection.csv
AT5G45410,AT5G45410.5,protein,of,unknown,function.,infection.csv
AT5G45410,AT5G45410.4,protein,of,unknown,function.,infection.csv
AT5G45410,AT5G45410.1,protein,of,unknown,function.,infection.csv
AT5G45900,AT5G45900.1,autophagy,conjugation,pathway.,Required,fungal.csv
AT5G45900,AT5G45900.1,autophagy,conjugation,pathway.,Required,immunity.csv
AT5G45900,AT5G45900.1,autophagy,conjugation,pathway.,Required,infection.csv
AT5G46020,AT5G46020.1,identified,in,a,forward,pathogen.csv
AT5G46050,AT5G46050.1,di-,and,tri-peptide,transporter,pathogen.csv
AT5G46050,AT5G46050.2,di-,and,tri-peptide,transporter,pathogen.csv
AT5G46070,AT5G46070.1,phase,separation,(LLPS)-driven,condensates,immunity.csv
AT5G46070,AT5G46070.1,phase,separation,(LLPS)-driven,condensates,infection.csv
AT5G46310,AT5G46310.1,transcription,factor;(source:Araport11),"nucleus,",nucleus,WYKY.csv
AT5G46330,AT5G46330.1,leucine-rich,repeat,serine/threonine,protein,defense.csv
AT5G46330,AT5G46330.2,leucine-rich,repeat,serine/threonine,protein,defense.csv
AT5G46330,AT5G46330.1,leucine-rich,repeat,serine/threonine,protein,immunity.csv
AT5G46330,AT5G46330.2,leucine-rich,repeat,serine/threonine,protein,immunity.csv
AT5G46350,AT5G46350.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G46830,AT5G46830.1,factor,involved,in,salt,calcium.csv
AT5G46870,AT5G46870.2,"partner,",negatively,regulates,ROS-mediated,defense.csv
AT5G46870,AT5G46870.1,"partner,",negatively,regulates,ROS-mediated,defense.csv
AT5G46960,AT5G46960.1,inhibitor,that,is,involved,infection.csv
AT5G47070,AT5G47070.1,member,of,the,RLCK,fungal.csv
AT5G47070,AT5G47070.1,member,of,the,RLCK,MAPk.csv
AT5G47070,AT5G47070.1,member,of,the,RLCK,pathogen.csv
AT5G47100,AT5G47100.1,AtCBLs,(Calcineurin,B-like,Calcium,calcium.csv
AT5G47100,AT5G47100.2,AtCBLs,(Calcineurin,B-like,Calcium,calcium.csv
AT5G47220,AT5G47220.1,member,of,the,ERF,defense.csv
AT5G47710,AT5G47710.3,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G47710,AT5G47710.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G47710,AT5G47710.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G47710,AT5G47710.4,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G47910,AT5G47910.1,oxidase,protein,D,(RbohD).Interacts,infection.csv
AT5G48060,AT5G48060.1,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT5G48485,AT5G48485.1,putative,apoplastic,lipid,transfer,pathogen.csv
AT5G48500,AT5G48500.1,III,effector,avirulence,factor,pathogen.csv
AT5G48580,AT5G48580.1,(ER),localized,immunophilin,protein,immunity.csv
AT5G48580,AT5G48580.1,(ER),localized,immunophilin,protein,infection.csv
AT5G48650,AT5G48650.1,of,defense,response,to,defense.csv
AT5G48650,AT5G48650.1,of,defense,response,to,immunity.csv
AT5G48657,AT5G48657.6,protein;(source:Araport11),"nucleus,",guard,"cell,",defense.csv
AT5G48657,AT5G48657.3,protein;(source:Araport11),"nucleus,",guard,"cell,",defense.csv
AT5G48657,AT5G48657.5,protein;(source:Araport11),guard,"cell,",molecular,defense.csv
AT5G48657,AT5G48657.4,protein;(source:Araport11),"nucleus,",guard,"cell,",defense.csv
AT5G48657,AT5G48657.2,protein;(source:Araport11),"nucleus,",guard,"cell,",defense.csv
AT5G48657,AT5G48657.1,protein;(source:Araport11),"nucleus,",guard,"cell,",defense.csv
AT5G49520,AT5G49520.1,a,member,of,the,defense.csv
AT5G49520,AT5G49520.1,a,member,of,the,pathogen.csv
AT5G49520,AT5G49520.1,a,member,of,the,WYKY.csv
AT5G49760,AT5G49760.1,receptor,kinase.,Encodes,a,ROS.csv
AT5G50000,AT5G50000.2,the,Raf-like,kinase,subfamily,MAPk.csv
AT5G50000,AT5G50000.1,the,Raf-like,kinase,subfamily,MAPk.csv
AT5G50170,AT5G50170.1,and,GRAM,domain,containing,calcium.csv
AT5G50420,AT5G50420.1,protein;(source:Araport11),DEFECTIVE,IN,SYSTEMIC,defense.csv
AT5G50440,AT5G50440.1,Membrin,Gene,Family.,Encodes,infection.csv
AT5G50440,AT5G50440.2,Membrin,Gene,Family.,Encodes,infection.csv
AT5G50440,AT5G50440.1,Membrin,Gene,Family.,Encodes,pathogen.csv
AT5G50440,AT5G50440.2,Membrin,Gene,Family.,Encodes,pathogen.csv
AT5G51050,AT5G51050.1,APC,isoform,in,"Arabidopsis,",calcium.csv
AT5G51060,AT5G51060.1,with,RHD3,and,RHD4),ROS.csv
AT5G51200,AT5G51200.3,as,"EDS4,",enhanced,disease,defense.csv
AT5G51200,AT5G51200.1,as,"EDS4,",enhanced,disease,defense.csv
AT5G51200,AT5G51200.2,as,"EDS4,",enhanced,disease,defense.csv
AT5G52060,AT5G52060.1,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G52810,AT5G52810.1,alias,ORNITHINE,CYCLODEAMINASE/m-CRYSTALLIN,(ORNCD1),defense.csv
AT5G52830,AT5G52830.1,WRKY,transcription,factor,WRKY27.,pathogen.csv
AT5G52830,AT5G52830.1,WRKY,transcription,factor,WRKY27.,WYKY.csv
AT5G53010,AT5G53010.1,ABC-type,manganese,transporter,"activity,",calcium.csv
AT5G53010,AT5G53010.2,ABC-type,manganese,transporter,"activity,",calcium.csv
AT5G54130,AT5G54130.2,family;(source:Araport11),3'-5'-exoribonuclease,"activity,",L,calcium.csv
AT5G54130,AT5G54130.4,family;(source:Araport11),3'-5'-exoribonuclease,"activity,",L,calcium.csv
AT5G54130,AT5G54130.3,family;(source:Araport11),3'-5'-exoribonuclease,"activity,",L,calcium.csv
AT5G54250,AT5G54250.1,Cyclic,nucleotide,gated,channel,defense.csv
AT5G54250,AT5G54250.2,Cyclic,nucleotide,gated,channel,defense.csv
AT5G54250,AT5G54250.3,Cyclic,nucleotide,gated,channel,defense.csv
AT5G54250,AT5G54250.4,Cyclic,nucleotide,gated,channel,defense.csv
AT5G54250,AT5G54250.1,Cyclic,nucleotide,gated,channel,Salicylic Acid.csv
AT5G54250,AT5G54250.2,Cyclic,nucleotide,gated,channel,Salicylic Acid.csv
AT5G54250,AT5G54250.3,Cyclic,nucleotide,gated,channel,Salicylic Acid.csv
AT5G54250,AT5G54250.4,Cyclic,nucleotide,gated,channel,Salicylic Acid.csv
AT5G54490,AT5G54490.1,PINOID,(PID)-binding,protein,containing,calcium.csv
AT5G54590,AT5G54590.1,At5g54590.2,encodes,CRLK1,(440-amino,calcium.csv
AT5G54590,AT5G54590.4,At5g54590.2,encodes,CRLK1,(440-amino,calcium.csv
AT5G54590,AT5G54590.3,At5g54590.2,encodes,CRLK1,(440-amino,calcium.csv
AT5G54590,AT5G54590.2,At5g54590.2,encodes,CRLK1,(440-amino,calcium.csv
AT5G54610,AT5G54610.1,response,to,Salicylic,acid.,Salicylic Acid.csv
AT5G55090,AT5G55090.2,MEKK,subfamily,guard,"cell,",MAPk.csv
AT5G55090,AT5G55090.1,MEKK,subfamily,MAPKKK15;,MITOGEN-ACTIVATED,MAPk.csv
AT5G55240,AT5G55240.1,mono-oxygenation,reactions.,Require,calcium,calcium.csv
AT5G55300,AT5G55300.1,type-I,DNA,topoisomerase,I.,Salicylic Acid.csv
AT5G55300,AT5G55300.3,type-I,DNA,topoisomerase,I.,Salicylic Acid.csv
AT5G55300,AT5G55300.2,type-I,DNA,topoisomerase,I.,Salicylic Acid.csv
AT5G55530,AT5G55530.3,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G55530,AT5G55530.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G55530,AT5G55530.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G55910,AT5G55910.1,AGC,VIIIa,Kinase,family.,polarity.csv
AT5G55910,AT5G55910.2,AGC,VIIIa,Kinase,family.,polarity.csv
AT5G55990,AT5G55990.1,member,of,the,Arabidopsis,calcium.csv
AT5G55990,AT5G55990.2,member,of,the,Arabidopsis,calcium.csv
AT5G56010,AT5G56010.1,of,heat,shock,protein,calcium.csv
AT5G56270,AT5G56270.1,transcription,factor,"2,",a,WYKY.csv
AT5G56980,AT5G56980.1,pattern-induced,gene.Responsive,to,jasmonic,pathogen.csv
AT5G57090,AT5G57090.1,auxin,efflux,carrier,that,polarity.csv
AT5G57090,AT5G57090.2,auxin,efflux,carrier,that,polarity.csv
AT5G57170,AT5G57170.2,protein;,modulates,flowering,time,immunity.csv
AT5G57170,AT5G57170.1,protein;,modulates,flowering,time,immunity.csv
AT5G57625,AT5G57625.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT5G58430,AT5G58430.1,of,EXO70,gene,"family,",defense.csv
AT5G58600,AT5G58600.1,a,large,family,of,pathogen.csv
AT5G58600,AT5G58600.2,a,large,family,of,pathogen.csv
AT5G59310,AT5G59310.1,member,of,the,lipid,pathogen.csv
AT5G59320,AT5G59320.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT5G59830,AT5G59830.2,several,P.,syringae,effectors.,pathogen.csv
AT5G59830,AT5G59830.3,several,P.,syringae,effectors.,pathogen.csv
AT5G59830,AT5G59830.1,several,P.,syringae,effectors.,pathogen.csv
AT5G60120,AT5G60120.5,transcription,factor,that,is,immunity.csv
AT5G60120,AT5G60120.4,transcription,factor,that,is,immunity.csv
AT5G60120,AT5G60120.6,transcription,factor,that,is,immunity.csv
AT5G60120,AT5G60120.1,transcription,factor,that,is,immunity.csv
AT5G60120,AT5G60120.3,transcription,factor,that,is,immunity.csv
AT5G60120,AT5G60120.2,transcription,factor,that,is,immunity.csv
AT5G60300,AT5G60300.2,legume-type,lectin,receptor,kinase,defense.csv
AT5G60300,AT5G60300.1,legume-type,lectin,receptor,kinase,defense.csv
AT5G60300,AT5G60300.3,legume-type,lectin,receptor,kinase,defense.csv
AT5G60300,AT5G60300.2,legume-type,lectin,receptor,kinase,pathogen.csv
AT5G60300,AT5G60300.1,legume-type,lectin,receptor,kinase,pathogen.csv
AT5G60300,AT5G60300.3,legume-type,lectin,receptor,kinase,pathogen.csv
AT5G60410,AT5G60410.4,plant,small,ubiquitin-like,modifier,immunity.csv
AT5G60410,AT5G60410.6,plant,small,ubiquitin-like,modifier,immunity.csv
AT5G60410,AT5G60410.1,plant,small,ubiquitin-like,modifier,immunity.csv
AT5G60410,AT5G60410.5,plant,small,ubiquitin-like,modifier,immunity.csv
AT5G60410,AT5G60410.2,plant,small,ubiquitin-like,modifier,immunity.csv
AT5G60410,AT5G60410.3,plant,small,ubiquitin-like,modifier,immunity.csv
AT5G60410,AT5G60410.4,plant,small,ubiquitin-like,modifier,Salicylic Acid.csv
AT5G60410,AT5G60410.6,plant,small,ubiquitin-like,modifier,Salicylic Acid.csv
AT5G60410,AT5G60410.1,plant,small,ubiquitin-like,modifier,Salicylic Acid.csv
AT5G60410,AT5G60410.5,plant,small,ubiquitin-like,modifier,Salicylic Acid.csv
AT5G60410,AT5G60410.2,plant,small,ubiquitin-like,modifier,Salicylic Acid.csv
AT5G60410,AT5G60410.3,plant,small,ubiquitin-like,modifier,Salicylic Acid.csv
AT5G60740,AT5G60740.1,family,protein.,Localizes,to,ROS.csv
AT5G61480,AT5G61480.1,a,receptor-like,kinase,essential,polarity.csv
AT5G61810,AT5G61810.1,predominant,of,three,APC,calcium.csv
AT5G61810,AT5G61810.2,predominant,of,three,APC,calcium.csv
AT5G61900,AT5G61900.1,plasma-membrane,"localized,",copine-like,"protein,",calcium.csv
AT5G61900,AT5G61900.3,plasma-membrane,"localized,",copine-like,"protein,",calcium.csv
AT5G62065,AT5G62065.1,Protease,inhibitor/seed,storage/LTP,family,pathogen.csv
AT5G62100,AT5G62100.5,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G62100,AT5G62100.2,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G62100,AT5G62100.4,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G62100,AT5G62100.6,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G62100,AT5G62100.1,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G62100,AT5G62100.3,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G62390,AT5G62390.1,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G62520,AT5G62520.2,protein,with,similarity,to,ROS.csv
AT5G62520,AT5G62520.1,protein,with,similarity,to,ROS.csv
AT5G62530,AT5G62530.1,Delta-pyrroline-5-,carboxylate,dehydrogenase.,Involved,infection.csv
AT5G62530,AT5G62530.1,Delta-pyrroline-5-,carboxylate,dehydrogenase.,Involved,pathogen.csv
AT5G62530,AT5G62530.1,Delta-pyrroline-5-,carboxylate,dehydrogenase.,Involved,ROS.csv
AT5G62900,AT5G62900.1,down-regulated,after,infection,by,infection.csv
AT5G63450,AT5G63450.1,root,apoplastic,barrier,formation,WYKY.csv
AT5G63450,AT5G63450.2,root,apoplastic,barrier,formation,WYKY.csv
AT5G63660,AT5G63660.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT5G64040,AT5G64040.1,only,subunit,of,photosystem,calcium.csv
AT5G64040,AT5G64040.2,only,subunit,of,photosystem,calcium.csv
AT5G64810,AT5G64810.1,WRKY,Transcription,Factor;,Group,defense.csv
AT5G64810,AT5G64810.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G64930,AT5G64930.1,expression,of,pathogenesis-related,(PR),defense.csv
AT5G64930,AT5G64930.1,expression,of,pathogenesis-related,(PR),pathogen.csv
AT5G65020,AT5G65020.2,calcium,binding,proteins,that,calcium.csv
AT5G65020,AT5G65020.1,calcium,binding,proteins,that,calcium.csv
AT5G65210,AT5G65210.3,a,redox-controlled,regulator,of,defense.csv
AT5G65210,AT5G65210.6,a,redox-controlled,regulator,of,defense.csv
AT5G65210,AT5G65210.5,a,redox-controlled,regulator,of,defense.csv
AT5G65210,AT5G65210.2,a,redox-controlled,regulator,of,defense.csv
AT5G65210,AT5G65210.4,a,redox-controlled,regulator,of,defense.csv
AT5G65210,AT5G65210.7,a,redox-controlled,regulator,of,defense.csv
AT5G65210,AT5G65210.1,a,redox-controlled,regulator,of,defense.csv
AT5G65710,AT5G65710.1,protein,controlling,the,separation,pathogen.csv
AT5G66210,AT5G66210.2,Protein,Kinase.,Functions,in,calcium.csv
AT5G66210,AT5G66210.3,Protein,Kinase.,Functions,in,calcium.csv
AT5G66210,AT5G66210.6,Protein,Kinase.,Functions,in,calcium.csv
AT5G66210,AT5G66210.1,Protein,Kinase.,Functions,in,calcium.csv
AT5G66210,AT5G66210.5,Protein,Kinase.,Functions,in,calcium.csv
AT5G66210,AT5G66210.4,Protein,Kinase.,Functions,in,calcium.csv
AT5G66590,AT5G66590.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT5G66650,AT5G66650.1,mitochondrial,calcium,uniporter.,CHLOROPLAST-LOCALIZED,calcium.csv
AT5G66850,AT5G66850.1,member,of,the,MEKK,fungal.csv
AT5G66850,AT5G66850.2,member,of,the,MEKK,fungal.csv
AT5G66850,AT5G66850.1,member,of,the,MEKK,MAPk.csv
AT5G66850,AT5G66850.2,member,of,the,MEKK,MAPk.csv
AT5G66850,AT5G66850.1,member,of,the,MEKK,pathogen.csv
AT5G66850,AT5G66850.2,member,of,the,MEKK,pathogen.csv
AT5G66900,AT5G66900.2,gene,is,required,for,immunity.csv
AT5G66900,AT5G66900.1,gene,is,required,for,immunity.csv
AT5G66900,AT5G66900.3,gene,is,required,for,immunity.csv
AT5G67080,AT5G67080.1,MEKK,subfamily,MAPKKK19;,MITOGEN-ACTIVATED,MAPk.csv
AT5G67160,AT5G67160.1,member,of,the,BAHD,pathogen.csv
AT5G67590,AT5G67590.1,have,a,reduced,capacity,ROS.csv
AT5G67620,AT5G67620.1,up-regulated,after,infection,by,infection.csv
BOS2,BOS2,involved,in,the,susceptibility,infection.csv
BOS3,BOS3,involved,in,the,susceptibility,infection.csv
BOS4,BOS4,involved,in,the,susceptibility,infection.csv
CIM10,CIM10,locus,involved,in,systemic,immunity.csv
CIM10,CIM10,locus,involved,in,systemic,Salicylic Acid.csv
CIM11,CIM11,locus,involved,in,systemic,immunity.csv
CIM11,CIM11,locus,involved,in,systemic,Salicylic Acid.csv
CIM13,CIM13,locus,involved,in,systemic,immunity.csv
CIM13,CIM13,locus,involved,in,systemic,Salicylic Acid.csv
CIM14,CIM14,locus,involved,in,systemic,immunity.csv
CIM14,CIM14,locus,involved,in,systemic,Salicylic Acid.csv
CIM5,CIM5,locus,involved,in,systemic,immunity.csv
CIM5,CIM5,locus,involved,in,systemic,Salicylic Acid.csv
CIM6,CIM6,locus,involved,in,systemic,immunity.csv
CIM6,CIM6,locus,involved,in,systemic,Salicylic Acid.csv
CIM7,CIM7,locus,involved,in,systemic,immunity.csv
CIM7,CIM7,locus,involved,in,systemic,Salicylic Acid.csv
CIM9,CIM9,locus,involved,in,systemic,immunity.csv
CIM9,CIM9,locus,involved,in,systemic,Salicylic Acid.csv
CIR3,CIR3,involved,in,the,disease,pathogen.csv
CPR6,CPR6,expression,of,pathogenesis-related,(PR),defense.csv
CPR6,CPR6,expression,of,pathogenesis-related,(PR),pathogen.csv
CUD,CUD,root,hair,"development,",cell,polarity.csv
DLL1,DLL1,function,mutant,of,dll1,defense.csv
DLL1,DLL1,function,mutant,of,dll1,infection.csv
DLL1,DLL1,function,mutant,of,dll1,pathogen.csv
DMR2,DMR2,downy,mildew,fungus,Hyaloperonospora,fungus.csv
DMR3,DMR3,downy,mildew,fungus,Hyaloperonospora,defense.csv
DMR3,DMR3,downy,mildew,fungus,Hyaloperonospora,fungal.csv
DMR3,DMR3,downy,mildew,fungus,Hyaloperonospora,fungus.csv
DMR3,DMR3,downy,mildew,fungus,Hyaloperonospora,pathogen.csv
